ID Vino,Tipologia Vino,Tipologia Produttore,Produttore,Tipologia Agricoltura,Tipologia Vinificazione,Terroir,Disciplinare,Etichetta,Vigna_Clos_Lieu-Dit_Climat,Uvaggio,Millesimo,Dimensione Bottiglia,Dosaggio,Data Imbottigliamento,Mesi sui Lieviti,Data Sboccatura,Distributore
503,Metodo Champenoise,RM,Girard - Bonnet,,,,Champagne,A mi-chemin Grand Cru,,100% Chard,NV (2018/19),"0,75",2 g/l,,36,04/2022,
504,Metodo Champenoise,NM,Gosset,,,,Champagne,Grande Reserve,,45% PN - 45% Chard - 10% Meu,NV,"0,75",8 g/l,,,,Sarzi Amade
505,Metodo Champenoise,NM,Guiborat (Richard Fouquet),,,Cotè des Blancs - Cramant,Champagne,De Caures a Mont-Aigu,,100% Chard,2014,"0,75",0 g/l,,68,12/2020,Pellegrini
506,Metodo Champenoise,NM,Guiborat (Richard Fouquet),,,Cotè des Blancs - Cramant,Champagne,Tethys.19,,100% Chard,NV (base 19),"0,75","1,5 g/l",05/2020,22,3/2022,Pellegrini
507,Metodo Champenoise,NM,Guiborat (Richard Fouquet),,,Cotè des Blancs - Cramant,Champagne,Tethys.20,,100% Chard,NV (base 19),"0,75","1,5 g/l",05/2021,22,3/2023,Pellegrini
508,Metodo Champenoise,NM,Guiborat (Richard Fouquet),,,Cotè des Blancs - Cramant,Champagne,Prohibition,,100% Meu,NV (2018),"0,75",pas dosè,04/2019,24,12/2021,Pellegrini
509,Metodo Champenoise,NM,Guiborat (Richard Fouquet),,,Cotè des Blancs - Cramant,Champagne,Prisme.17,,100% Chard,NV (base 17),"0,75","1,5 g/l",04/2018,44,11/2021,Pellegrini
510,Metodo Champenoise,NM,Guiborat (Richard Fouquet),,,Cotè des Blancs - Cramant,Champagne,Prisme 19,,100% Chard,NV (base 19),"0,75","2,5 g/l",05/2020,40,11/2023,Pellegrini
511,Metodo Champenoise,RM,Guillaume Selosse,,,,Champagne,Largillier,,100% PN,,"0,75",,,36,11/2020,
512,Metodo Champenoise,NM,Gustave Goussard,,,,Champagne,Purnoir,,100% PN,,"0,75",pas dosè,,24,11/2021,
513,Metodo Champenoise,NM,Helene Charbaut,,,,Champagne,La Crayere,,100% Chard,2020,"0,75",,,24,11/2023,
514,Metodo Champenoise,NM,Helene Charbaut,,,,Champagne,La Charbauterie,,33% PN - 33% Meu - 34% Chard,NV (base 19),"0,75",pas dosè,,48,11/2024,
515,Metodo Champenoise,RM,Henriet-Bazin,,,,Champagne,Gaston & Louise,,50% Chard - 50% PN,NV,"0,75",pas dosè,,36,,
516,Metodo Champenoise,RM,Hervè Dubois,,,Cotè des Blancs - Avize,Champagne,Brut Reserve,,100% Chard,NV,"0,75",5 g/l,,48,,Le Bollicine
517,Metodo Champenoise,RM,Hervè Dubois,,,Cotè des Blancs - Avize,Champagne,Brut Reserve,,100% Chard,NV (base 19),"0,75",,,,,Le Bollicine
518,Metodo Champenoise,RM,Hervè Dubois,,,Cotè des Blancs - Avize,Champagne,Blanc de Blancs Grand Cru Brut Millesimato,,100% Chard,2015,"0,75","4,5 g/l",,84,,Le Bollicine
519,Metodo Champenoise,RM,Hervè Dubois,,,Cotè des Blancs - Avize,Champagne,Blanc de Blancs Grand Cru Brut Millesimato,,100% Chard,2016,"0,75",,,84,,Le Bollicine
520,Metodo Champenoise,RM,Hervè Dubois,,,Cotè des Blancs - Avize,Champagne,Blanc de Blancs Grand Cru Brut Millesimato,,100% Chard,2018,"0,75",,,,,Le Bollicine
521,Metodo Champenoise,RM,Hervè Dubois,,,Cotè des Blancs - Avize,Champagne,Cuvee Special,,100% Chard,2013,"0,75",,,96,05/2022,Le Bollicine
522,Metodo Champenoise,RM,Hervè Dubois,,,Cotè des Blancs - Avize,Champagne,Brut Rosè,,90% Chard - 10% PN,NV,"0,75","6,5 g/l",,30,10/2021,Le Bollicine
523,Metodo Champenoise,RM,Henri Goutorbe,,,,Champagne,Cuvee Tradition Brut,,70% PN - 20% Chard - 5% Meu,NV (base 08?),"0,75",5 g/l,,36,,
524,Metodo Champenoise,RM,Hubert Noiret,,,Petit Morin - Villevenard,Champagne,Beuregard,,100% Chard,2019,"0,75",3 g/l,,24,01/2022,Moon Import
525,Metodo Champenoise,RM,Hubert Noiret,,,Petit Morin - Villevenard,Champagne,Beuregard,,100% Chard,2019,"0,75",3 g/l,,22,04/2022,Moon Import
526,Metodo Champenoise,RM,Hubert Noiret,,,Petit Morin - Villevenard,Champagne,Cuveè des 3 Symboles,,100% Chard,2013,"0,75",5 g/l,,76,10/2020,Moon Import
527,Metodo Champenoise,RM,Jacques Lassaigne,,,,Champagne,La Colline Inspirèe,,100% Chard,,"0,75",,,,11/2024,
528,Metodo Champenoise,RM,Jacques Lassaigne,,,,Champagne,Les Vignes de Montgueux,,100% Chard,NV,"0,75",,,48,,
529,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV,"0,75",,,,05/2020,Moon Import
530,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV,"0,75",?,,72,11/2020,Moon Import
531,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV (base 2014),"0,75",?,,72,,Moon Import
532,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV (base ?),"0,75",2,,72,,Moon Import
533,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV (base 14),"0,75",2,,72,2021,Moon Import
534,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV (base 14/15/16),"0,75",,,72,03/2023,Moon Import
535,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV (base 14/15/16),"0,75",,,72,05/2023,Moon Import
536,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV (base 15),"0,75","2,5 g/l",,72,12/2022,Moon Import
537,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV (base 15),"0,75","2,5 g/l",,72,3/2023,Moon Import
538,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV,"0,75","2,5 g/l",,72,6/2023,Moon Import
539,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV (base 17),"0,75",,,72,10/2023,Moon Import
540,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Initial,,100% Chard,NV,"0,75",,,72,1/2024,Moon Import
541,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,VO,,100% Chard,NV (base 2014),"0,75",pas dosè,,72,,Moon Import
542,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,VO,,100% Chard,NV (base ?),"0,75","0,7 g/l",,72,,Moon Import
543,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,VO,,100% Chard,NV (base ?),"0,75","0,67 g/l",,72,12/2022,Moon Import
544,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,VO,,100% Chard,NV (base ?),"0,75",,,72,02/2023,Moon Import
545,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,VO,,100% Chard,NV (base 17),"0,75",,,72,10/23,Moon Import
546,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Substance,,100% Chard,NV (base 14),"0,75",?,,72,,Moon Import
547,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Substance,,100% Chard,NV (base 16),"0,75","1,33 g/l",,72,04/2023,Moon Import
548,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Substance,,100% Chard,NV (base 17),"0,75",,,72,10/2023,Moon Import
549,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Substance,,100% Chard,NV,"0,75",,,72,,Moon Import
550,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Millesimè,,88% Chard - 12% PN,2008,"0,75",?,2010,106,01/2020,Moon Import
551,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Millesimè,,88% Chard - 12% PN,2010,"0,75",?,,106,,Moon Import
552,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Rosè,,10% PN - 90% Chard,NV,"0,75","1,8-3 g/l",,30,,Moon Import
553,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Rosè,,10% PN - 90% Chard,NV (base 2014),"0,75","1,8-3 g/l",,30,,Moon Import
554,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Rosè,,10% PN - 90% Chard,NV (base ?),"0,75","1,8-3 g/l ?",,30,,Moon Import
555,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Rosè,,10% PN - 90% Chard,NV (base ?),"0,75","1,3 - 2,7 g/l",,72,11/2022,Moon Import
556,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Rosè,,10% PN - 90% Chard,NV (base 16),"0,75",,,72,04/2023,Moon Import
557,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Rosè,,10% PN - 90% Chard,NV (base 17),"0,75",,,72,10/2023,Moon Import
558,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Avize Les Chantereines,,100% Chard,NV (base ?),,,,,02/2020,Moon Import
559,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Avize Les Chantereines,,100% Chard,NV (base 15 ?),"0,75","1,3 g/l ?",,72,01/2021,Moon Import
560,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Le Mesnil sur Oger Les Carelles,,100% Chard,NV (base ?),"0,75",,,,02/2020,Moon Import
561,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Le Mesnil sur Oger Les Carelles,,100% Chard,NV (base ?),"0,75","1,3 g/l ?",,,01/2021,Moon Import
562,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Cramant Chemin de Chalon,,100% Chard,NV (base ?),,,,,02/2020,Moon Import
563,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Cramant Chemin de Chalon,,100% Chard,NV (base ?),"0,75","1,3 g/l ?",,72,01/2021,Moon Import
564,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Ay La Cote Faron,,100% PN,NV (base ?),"0,75",,,,02/2020,Moon Import
565,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Ay La Cote Faron,,100% PN,NV (base ?),"0,75",,,,03/2021,Moon Import
566,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Ay La Cote Faron,,100% PN,NV (base ?),"0,75",,,,02/2023,Moon Import
567,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Ay La Cote Faron RP DS,,100% PN,NV (base ?),"0,75",,,,10/2023,Moon Import
568,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Mareuil sur Ay Sous le Mont,,100% PN,NV (base ?),"0,75",,,,02/2020,Moon Import
569,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Mareuil sur Ay Sous le Mont,,100% PN,NV (base ?),"0,75",,,,01/2021,Moon Import
570,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Ambonnay Le Bout du Clos,,100% PN,NV (base ),"0,75",,,,02/2020,Moon Import
571,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Ambonnay Le Bout du Clos,,100% PN,NV (base ?),"0,75",,,,02/2021,Moon Import
572,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Ambonnay Le Bout du Clos,,100% PN,NV (base 16),"0,75",,,,,Moon Import
573,Metodo Champenoise,RM,Jacques Selosse,,,Cotè des Blancs - Avize,Champagne,Exquise,,100% Chard,NV,"0,75",25 g/l,,36,05/2021,Moon Import
574,Metodo Champenoise,RM,Jean Josselin,,,,Champagne,Contexture,,50% Chard - 30% Meu - 20% PN,2019,"0,75","3,5 g/l",,24,05/2022,
575,Metodo Champenoise,RM,Jean Josselin,,,,Champagne,Alliance R.20,,70% PN - 30% Chard,2020,"0,75",,07/2021,20,02/2023,
576,Metodo Champenoise,RM,Jean Velut,,,Aube - Montguex,Champagne,Temoignage Blanc de Blancs,,100% Chard,2010,"0,75",4 g/l,04/2011,114,10/2020,Pellegrini
577,Metodo Champenoise,RM,Jean Velut,,,Aube - Montguex,Champagne,Temoignage Blanc de Blancs,,100% Chard,2012,"0,75",3 g/l,04/2013,111,07/2022,Pellegrini
578,Metodo Champenoise,RM,Jean Velut,,,Aube - Montguex,Champagne,Temoignage Blanc de Blancs,,100% Chard,2012,"0,75",3 g/l,04/2013,111,03/2023,Pellegrini
579,Metodo Champenoise,RM,Jean Velut,,,Aube - Montguex,Champagne,Temoignage Blanc de Blancs,,100% Chard,2012,Mag,3 g/l,04/2013,111,03/2023,Pellegrini
580,Metodo Champenoise,RM,Jean Velut,,,Aube - Montguex,Champagne,Lumiere et Craie,,100% Chard,NV (base 19),"0,75",5 g/l,04/2020,43,11/2023,Pellegrini
581,Metodo Champenoise,RM,Jean Vesselle,,,Montagne de Raims - Bouzy,Champagne,Oeil de Perdrix,,100% PN,,"0,75",6 g/l,,30,09/2022,
582,Metodo Champenoise,RM,Jean Vesselle,,,Montagne de Raims - Bouzy,Champagne,Oeil de Perdrix,,100% PN,,"0,75","6,5 g/l",,,01/2024,
583,Metodo Champenoise,RM,Jerome Prevost/La Closerie,,,,Champagne,La Closerie Les Beguines Blanc de Noires,,96% Meu,NV,"0,75",pas dosè,,24,08/2020,Moon Import
584,Metodo Champenoise,RM,Jerome Prevost/La Closerie,,,,Champagne,La Closerie Les Beguines Blanc de Noires,,96% Meu,NV,"0,75",pas dosè,,,09/2022,Moon Import
585,Metodo Champenoise,RM,Jerome Prevost/La Closerie,,,,Champagne,La Closerie Fac Simile,,100% Meu,NV (base 19),"0,75","2,5 g/l",,,,Moon Import
586,Metodo Champenoise,RM,Jerome Prevost/La Closerie,,,,Champagne,La Closerie (& rossa),,100% Meu,NV,"0,75",,,,,Moon Import
587,Metodo Champenoise,RM,J.L. Vergnon,,,,Champagne,Eloquence,,100% Chard,NV (base  18),"0,75",3 g/l,2019,36,03/2022,
588,Metodo Champenoise,RM,JM Seleque,,,,Champagne,Quintette,,100% Chard,NV (base 19),"0,75",4 g/l,2020,28,12/2022,
589,Metodo Champenoise,RM,JM Seleque,,,,Champagne,Quintette,,100% Chard,NV (base 20),"0,75",2 g/l,2021,28,9/2023,
590,Metodo Champenoise,RM,Jules Brochet,,,,Champagne,Premice,,50% Chard - 50% PN,NV (base 17),Mag,2 g/l,07/2018,48,07/2022,Sun Import
591,Metodo Champenoise,RM,Jules Brochet,,,,Champagne,Premice,,50% Chard - 50% PN,NV (base 18),"0,75",pas dose,07/2019,24,07/2021,Sun Import
592,Metodo Champenoise,RM,Jules Brochet,,,,Champagne,Premice,,50% Chard - 50% PN,NV (base 19),"0,75",pas dose,07/2020,24,07/2022,Sun Import
593,Metodo Champenoise,RM,Jules Brochet,,,,Champagne,Eole,,50% Chard - 50% PN,2015,"0,75",,06/2016,62,07/2021,Sun Import
594,Metodo Champenoise,RM,Jules Brochet,,,,Champagne,Eole,,50% Chard - 50% PN,2019,"0,75",pas dosè,,60,01/2025,Sun Import
595,Metodo Champenoise,RM,Jules Brochet,,,,Champagne,Albane,,100% Chard,NV (base 17),"0,75",pas dose,07/2018,36,07/2021,Sun Import
596,Metodo Champenoise,RM,Julie Dufour,,,,Champagne,Binomie R19,,60% PN - 40% Chard,NV (base 19),"0,75",pas dosè,,,08/2021,
597,Metodo Champenoise,RM,Julien Prelat,,,,Champagne,Les Reines,,100% Chard,2017,Mag,pas dose,,,,
598,Metodo Champenoise,RM,Julien Prelat,,,,Champagne,Presle,,100% Chard,2022,"0,75",,2023,,03/2024,
599,Metodo Champenoise,RM,Klepka Sausse,,,,Champagne,Mille Or,,100% Chard,2012,"0,75",8 g/l,,84,2020,
600,Metodo Champenoise,NM,Laherte Freres,,,Coteaux Sud d'Epernay,Champagne,Les Grandes Crayeres,,100% Chard,2017,"0,75",2-4 g/l,,36,01/2021,
601,Metodo Champenoise,NM,Laherte Freres,,,Coteaux Sud d'Epernay,Champagne,Les Longues Voyes,,100% PN,NV,"0,75",4 g/l,,,02/2019,
602,Metodo Champenoise,NM,Laherte Freres,,,Coteaux Sud d'Epernay,Champagne,Les Rouges Maison,,100% PN,NV,"0,75",2 g/l,,,12/2023,
603,Metodo Champenoise,NM,Laherte Freres,,,Coteaux Sud d'Epernay,Champagne,les 7,,18% Chard - 18% Meu - 17% PB - 15% Petit Mes. - 14% PN - 10% PG - 8% Arb ,NV (perp 05/18),"0,75",0-4 g/l,,20,01/2021,
604,Metodo Champenoise,RM,Lancelot Fils,,,,Champagne,Le Fer de Lance,,100% Chard,NV (base 20),"0,75",3 g/l,2021,24,04/2023,Le Bollicine
605,Metodo Champenoise,RM,Lancelot Pienne,,,,Champagne,Table Rounde,,100% Chard,NV,"0,75","3,5 g/l",,36,09/2021,
606,Metodo Champenoise,RM,Larmandier-Bernier,,,,Champagne,Terre de Vertus,,100% Chard,2016,"0,75",pas dosè,,,,Teatro del Vino
607,Metodo Champenoise,RM,Larmandier-Bernier,,,,Champagne,Latitude,,100% Chard,,"0,75",,,,,Teatro del Vino
608,Metodo Champenoise,RM,Larmandier-Bernier,,,,Champagne,Longitude,,100% Chard,,"0,75",,,,,Teatro del Vino
609,Metodo Champenoise,RM,Larnaudie-Hirault,,,,Champagne,Les Trois Puys,,33% Chard - 34% PN - 33% Meu,NV,"0,75",8 g/l,,,2024,
610,Metodo Champenoise,RM,La Rogerie,,,,Champagne,Heroine,,100% Chard,2013,"0,75",2 g/l,,84,09/2021,Moon Import
611,Metodo Champenoise,RM,La Rogerie,,,,Champagne,Heroine,,100% Chard,2014,"0,75",,,96,01/2023,Moon Import
612,Metodo Champenoise,RM,La Rogerie,,,,Champagne,Heroine,,100% Chard,2015,"0,75",,,84,06/2023,Moon Import
613,Metodo Champenoise,RM,La Rogerie,,,,Champagne,Champ Bouton,,100% Chard,2019,"0,75",,,48,01/2024,Moon Import
614,Metodo Champenoise,RM,La Rogerie,,,,Champagne,Le Bourg/Sud,,100% Chard,NV (base 21),"0,75",2 g/l,,24,01/2024,Moon Import
615,Metodo Champenoise,RM,Laurent Lepitre,,,,Champagne,Le Couchant,,100% Chard,2018,"0,75",2 g/l,07/2019,,,
616,Metodo Champenoise,RM,Laurent Lequart,,,,Champagne,Reserve,,100% Meu,NV (base 20),"0,75",,,24,05/2022,WineTip
617,Metodo Champenoise,RM,Laurent Lequart,,,,Champagne,Reserve,,100% Meu,NV (base 21),Mag,6 g/l,,24,05/2023,WineTip
618,Metodo Champenoise,RM,Laurent Lequart,,,,Champagne,Reserve,,100% Meu,NV (base 22),"0,75",8 g/l,2023,15,03/2024,WineTip
619,Metodo Champenoise,RM,Laurent Lequart,,,,Champagne,Vintage,,50% Chard - 50% Meu,2000,"0,75",,,96,06/2009,WineTip
620,Metodo Champenoise,RM,Laval Aurore & Florian,,,,Champagne,Olim Rosè de Meunier,,100% Meu,2020 (no Milles),"0,75","3,4 g/l",07/2021,15,11/2022,
621,Metodo Champenoise,RM,Le Brun Servenay,,,,Champagne,Melodie en C. Grand Cru,,?,NV,"0,75",?,,?,?,
622,Metodo Champenoise,RM,Le Brun de Neuville,,,,Champagne,Autolyse Blanc de Blanc,,100% Chard,NV (base 07),Mag,9 g/l,,120,04/2018,
623,Metodo Champenoise,RM,Le Brun de Neuville,,,,Champagne,Double Autolyse,,100% Chard,NV (base 10),"0,75",5 g/l,,132,05/2022,
624,Metodo Champenoise,RM,Legrand-Latour,,,,Champagne,Ypresien,,75% Meu - 25% PN,2018,"0,75",pas dosè,07/2019,30,12/2022,
625,Metodo Champenoise,RC,Leclere Minard,,,,Champagne,Le Chemin des Roses,,100% Meunier,2020,"0,75",pas dosè,07/2021,33,4/2024,
626,Metodo Champenoise,RM,Les Freres Mignon,,,,Champagne,Cuis,,100% Chard,2016,"0,75","1,6 g/l",07/2017,51,10/2021,
627,Metodo Champenoise,RM,Les Freres Mignon,,,,Champagne,L'Aventure,,100% Chard,NV (base 2018),"0,75","2,8 g/l",07/2019,27,10/2021,
628,Metodo Champenoise,RM,Lointier,,,,Champagne,Causica,,100% Meu,2018,"0,75","1,5 g/l",,24,03/2021,
629,Metodo Champenoise,RM,Louise Brison,,,,Champagne,Pinot Noir Millesimè,,100% PN,2014,"0,75",0 g/l,,,,e-com
630,Metodo Champenoise,RM,Louise Brison,,,,Champagne,Impertinente,,100% PN,NV,"0,75",,,,,e-com
631,Metodo Champenoise,RM,Louise Brison,,,,Champagne,Memoire de la Cote de Bar,,100% Chard,2016,"0,75",pas dosè,06/2017,,,e-com
632,Metodo Champenoise,RM,Lucien Roguet,,,,Champagne,N 3,,PN - Chard,,"0,75",2 g/l,,36,,
633,Metodo Champenoise,RM,M. Lefebure,,,,Champagne,Prune Monsieur Blanc de Noirs,,100% PN,NV,"0,75",,,,,
634,Metodo Champenoise,RM,M. Lefebure,,,,Champagne,Prune Monsieur Blanc de Noirs,,100% PN,NV (base 18),"0,75",,08/2019,36,2022,
635,Metodo Champenoise,RM,M. Lefebure,,,,Champagne,Nos Esprits Libres & Contents,,70% Meu - 30% Chard,NV (base 18),"0,75",,08/2018,36,2021,
636,Metodo Champenoise,RM,Maison Raday,,,,Champagne,Ramosa Ripa,,50% PN - 50% Chard,NV (base 18),"0,75",pas dosè,06/2019,36,06/2023,
637,Metodo Champenoise,NM,Marguet,,,Montagne de Raims - Ambonnay,Champagne,Shaman ,,87% PN - 13% Chard,NV (base 19),"0,75",pas dosè,07/2020,26,9/2022,
638,Metodo Champenoise,NM,Marguet,,,Montagne de Raims - Ambonnay,Champagne,Shaman 18 Rosè Grand Cru,,68% Chard - 32% PN,NV (base 18),"0,75",pas dosè,07/2019,27,10/2021,Les Caves de Pyrene
639,Metodo Champenoise,NM,Marguet,,,Montagne de Raims - Ambonnay,Champagne,Ambonnay ,,69% PN - 31% Chard,2017,"0,75",pas dosè,07/2018,46,03/2022,
640,Metodo Champenoise,NM,Marguet,,,Montagne de Raims - Ambonnay,Champagne,Ambonnay Rosè,,80% Chard - 20% PN,2017,"0,75",pas dosè,06/2018,47,03/2022,
641,Metodo Champenoise,RM,Marie-Noelle Ladru,,,,Champagne,Grand Cru Extra Brut,,85% PN - 15% Chard,NV,"0,75",,,,,
642,Metodo Champenoise,RM,Marie-Noelle Ladru,,,,Champagne,Cuvee du Goulte,,100% PN,2007,"0,75",,,,,
643,Metodo Champenoise,RM,Marie-Noelle Ladru,,,,Champagne,Cuvee du Goulte,,100% PN,2015,"0,75",1 g/i,,60,2021,
644,Metodo Champenoise,MA,Massucco,,,Cotè des Blancs,Champagne,Blanc de Blancs,,100% Chard,2019,"0,75",1 g/l,07/2020,30,02/2023,Massucco
645,Metodo Champenoise,MA,Massucco,,,Cotè des Blancs,Champagne,100%,,100% Chard,2017,"0,75",2 g/l,2018,72,04/2024,Massucco
646,Metodo Champenoise,RM,Matthieu Cugnart,,,,Champagne,Reflets de Terroirs n 21,,100% Chard,2021,"0,75",4 g/l,07/2022,15,12/2023,
647,Metodo Champenoise,RM,Matthieu Deshautels,biodinamica,naturale/artigianale,Vallè de la Marne - Ay,Champagne,Premier Voyage,,100% Chard,NV (base 22),"0,75",,,24,2025,
648,Metodo Champenoise,RM,Michel Fallon,,,,Champagne,Ozanne Blanc de Blancs,,100% Card,NV,"0,75",,,,2018,Moon Import
649,Metodo Champenoise,RM,Michel Fallon,,,,Champagne,Ozanne Blanc de Blancs,,100% Card,NV,"0,75",,,,4/2019,Moon Import
650,Metodo Champenoise,RM,Michel Fallon,,,,Champagne,Ozanne Blanc de Blancs,,100% Card,NV,"0,75",,,,,Moon Import
651,Metodo Champenoise,RM,Michel Fallon,,,,Champagne,Ozanne Blanc de Blancs,,100% Card,NV,"0,75",,,,5/2023,Moon Import
652,Metodo Champenoise,RM,Michel Fallon,,,,Champagne,Ozanne Blanc de Blancs,,100% Card,NV,"0,75",,,,3/2024,Moon Import
653,Metodo Champenoise,RM,Michel Gonet,,,,Champagne,Grand Cru Mesnil sur Oger Millesimè,,100% Chard,2014,"0,75",Pas Dosè,04/2015,78,10/2021,
654,Metodo Champenoise,RM,Michel Gonet,,,,Champagne,Grand Cru Mesnil sur Oger Millesimè,,100% Chard,2015,"0,75",Pas Dosè,05/2016,78,12/2022,
655,Metodo Champenoise,RM,Michel Gonet,,,,Champagne,Prestige Blanc de Blancs ,,100% Chard,2004,"0,75",Extra Brut,,,,
656,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Absolu,,100% Chard,NV  (2018),"0,75",3 g/l,06/2019,36,7/2022,
657,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Absolu,,100% Chard,NV  (2018),"0,75",pas dosè (6 g resid),06/2019,37,8/2022,
658,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Absolu,,100% Chard,NV  (base 19),"0,75","4,5 g/l",06/2020,34,4/2023,
659,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Absolu,,100% Chard,NV  (base 19),"0,75",,,,3/2024,
660,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Influence,,41% PN - 36% Meu - 23% Chard,NV (base 2017/16),"0,75",4 g/l,06/2018,43,1/2022,
661,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Influence,,41% PN - 36% Meu - 23% Chard,NV  (2017/18),"0,75",4 g/l,06/2018,41,11/2021,
662,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Influence,,33%PN - 46% Meu - 21% Chard,NV  (2017/18),"0,75",5 g/l,06/2019,38,8/2022,
663,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Influence,,33%PN - 46% Meu - 21% Chard,NV (base 2018/17),"0,75",5 g/l,06/2019,44,2/2023,
664,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Influence,,,NV (base 19),Mag,4 g/l,,,,
665,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Influence Rosè,,40% Meu - 20% Chard - 20% PN - 20% Riserva,NV (base 19),"0,75",8 g/l,,48,,
666,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Influence Rosè,,39% Meu - 30% Chard - 31% PN  (19% Riserva),NV (base 19),"0,75",4 g/l,05/2020,32,1/2023,
667,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Symbiose,,50% Chard - 50% PN,2013,"0,75",4 g/l,,96,,
